MONTH,UNIQUE_CARRIER,DEP_DELAY,ARR_DELAY,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,TOTAL_DELAY
7,F9,12.459467125100051,14.257568895080166,3.1119448715785452,0.39506217091161755,6.9626121774518932,0.0,5.4222538456385685,26.717036020180217
8,F9,13.805744420744867,15.283818555219632,3.7444397153805555,0.15371942595990212,5.8572753961212278,0.0,7.8540401381734872,29.089562975964498
9,F9,11.990132478159914,12.599251549581231,2.5430815491779457,0.05798303565381794,6.0710172902572461,0.0,7.2764517392699242,24.589384027741147
10,F9,7.0402411414144845,6.0932635195029228,2.4579785475619986,0.083972437276208303,3.1587691247364678,0.0,5.8276857346899371,13.133504660917406
11,F9,13.847600362359712,15.682988991449008,3.1658755137872863,0.11162162233011805,7.4899178218812681,0.0,8.1266330860433218,29.530589353808722
12,F9,18.235248943222949,18.523091928006778,4.5540727785375497,0.12191457934779872,7.7427084498889549,0.0,8.9223367176377746,36.758340871229727
1,FL,13.729980745271694,10.872465737909012,3.5224827273756469,0.38554762713784368,3.3647072148601622,0.0,7.6111677426659865,24.602446483180707
2,FL,9.0336259216456476,4.9969710210951934,2.4243182408039856,0.22388429078647407,2.4985771560805641,0.0,4.9512845061390669,14.030596942740841
3,FL,8.3631125859069453,4.4059104956450321,2.4552360332003897,0.12844417607466085,2.1129474555137429,0.0,4.6563424173232679,12.769023081551978
4,FL,5.2454784188560648,0.27641848594654284,1.4255991113537945,0.058445663635463586,1.9583825606057415,0.0,3.3714756824814978,5.5218969048026079
5,FL,6.8734680919918452,0.70431672075704099,1.7589220729632911,0.20251657907981693,1.7931927251007991,0.0,3.6857406932655756,7.5777848127488863
6,FL,8.6765536765471278,2.4303061753152129,2.1846878229554587,0.3791214224632668,2.2911438687440011,0.0,4.3323209983939606,11.106859851862341
7,FL,9.2815269081703171,2.3097971082726159,2.2862350731616301,0.29034152126065094,2.3461013975434883,0.0,4.5781224881958158,11.591324016442933
8,FL,9.5271903289529405,2.3496754928446406,2.0778724062267937,0.4594272025362382,2.4732845697550947,0.0,5.3103872453875551,11.876865821797582
9,FL,3.9067812915444762,-3.5648378588871927,1.6854134413527613,0.24254778181943371,1.7041749288661634,0.0,1.9982455942847825,0.34194343265728344
10,FL,4.1784669632986491,-2.7318387248305385,1.6164250318454865,0.022616487455197135,1.7188136706476884,0.0,2.9201065885834057,1.4466282384681106
11,FL,12.23976772703079,3.6789404197235358,6.4116145501872612,0.010936959984037795,1.0803980459571685,0.0,6.4493839188373832,15.918708146754327
12,FL,4.8784731868097788,-2.5209427059179488,1.6438754204789883,0.027950310559006208,1.1907255077416175,0.0,2.7731299996718439,2.35753048089183
1,HA,-1.4796477820237663,-0.44758265492607674,1.4505731849144285,0.29955142050174755,0.058149194218308171,0.0,0.75710250872237217,-1.9272304369498432
2,HA,3.8993387733049576,3.2101118193314329,7.0266008273830476,1.367872046443475,0.0231589843461108,0.0,1.9890122608071277,7.1094505926363905
3,HA,0.90819962959124334,-1.7201824511258037,5.5731237420464383,0.013464316668855857,0.017327340126367358,0.014592933947772658,0.65568577350120005,-0.81198282153456036
4,HA,2.8495707308412408,1.3666592087935161,5.3960264147000094,0.0010302197802197802,0.049434467006873227,0.11111111111111112,2.2299613357070962,4.2162299396347569
5,HA,-0.15222440437246343,-0.32267129918713783,3.9929846293557256,0.066949921623628408,0.057156204062254093,0.043478260869565216,0.46301767127112842,-0.47489570355960126
6,HA,0.57655899442823533,-2.5189693460050471,3.9407202443943459,0.037654320987654318,0.025263404440524186,0.0031715623669646659,0.36260681505981057,-1.9424103515768119
7,HA,4.2974399060617419,2.4437358276175805,6.0808084838072425,0.019946663168568621,0.080237805956684574,0.029271206690561533,2.162359875105353,6.7411757336793219
8,HA,4.3507700176405804,2.211428243442827,6.8052641279781243,0.08213401905077905,0.047503843956709264,0.0045798486658701716,1.2601727060828427,6.5621982610834078
9,HA,6.1826657888594232,3.8690134991276444,8.0301015368784689,0.025277777777777777,0.36573289590871672,0.0,0.9088348571968371,10.051679287987067
10,HA,3.4576971135798464,4.1081990223388223,6.357530703968524,0.0028846590007030916,0.038571458122736733,0.039816113448652012,1.3164070266039654,7.5658961359186687
11,HA,1.0221931775295721,2.120624555913396,5.0761592521075789,0.1593504751559951,0.12583901996869784,0.0,0.56271394522621565,3.1428177334429681
12,HA,6.4478516058786148,6.4694003443769619,8.860843775955189,0.44784782716682692,0.058624029118889344,0.0047043010752688174,1.3877920624184392,12.917251950255576
1,MQ,17.110479714549694,18.715508127395147,5.3333553587948188,3.0968679793841045,5.8362296815116546,0.0031055900621118132,8.4969274481298083,35.825987841944837
2,MQ,11.6371484278502,11.937470004562968,4.23279549161962,1.3908338064457519,4.5536215574031393,0.0023670356804081426,6.2352129829215883,23.574618432413168
3,MQ,8.2705349133845534,8.6936542800985492,3.2071465947687887,0.94150132956684696,3.7265767042823041,0.00046118579978081121,4.6873265658183358,16.964189193483101
4,MQ,7.5961955005870179,7.7394554323368112,3.1424097908104995,1.0450031281624295,3.4734340378964723,0.0069293142358315477,4.5520291625357832,15.33565093292383
5,MQ,10.174177318729926,10.457163782332264,3.7564941950326545,1.1848867183650051,4.1741831580374331,0.023507923658641891,5.1243345270684992,20.631341101062191
6,MQ,14.835110159248552,16.679408995276958,4.7010005638000907,1.656047287168245,5.5666838012030286,0.026487768010051597,7.359647335890096,31.514519154525509
7,MQ,7.7574401382546148,7.9952944229168121,3.346660705992627,0.61214839432102486,3.2817529349285182,0.015648708946483639,4.343733831741206,15.752734561171426
8,MQ,10.07755110050782,11.330958206362935,3.3105070300139685,0.94866556367945631,4.7953320336943035,0.0079644127767472209,5.7669878239339774,21.408509306870755
9,MQ,7.8581303087123473,7.4482889439929307,3.0262863725910738,0.40366510568858571,3.8592178003757933,0.016472044582117918,4.4738113166874278,15.306419252705279
10,MQ,12.913122359039802,14.113152384228377,3.8106501047633281,0.86267852834636982,6.0098122806707206,0.027252781635389221,6.4916175049114733,27.026274743268178
11,MQ,10.289080397878253,10.779735024638086,3.6870742242771017,1.2602712406452983,4.1703330245883343,0.012504510832134056,5.6116005868048022,21.068815422516337
12,MQ,13.993284462514774,14.841054676221288,4.8474060243566823,1.1896024308826103,4.406623166755919,0.03537991406289439,7.2978693592271675,28.834339138736063
1,OO,9.5261455638093988,8.2109172857026245,3.4606251564976431,0.58260996577915225,2.6499457474332244,0.01556631332943849,6.3181913028955323,17.737062849512022
2,OO,11.596049876697135,11.282652808423576,4.1140382375092992,0.49841951942000839,3.7343760272952404,0.019302736007978476,6.9843067680957986,22.878702685120711
3,OO,8.4237882888087317,7.2321778832022856,3.6446862510788409,0.32949311101024792,2.3708565067484151,0.0083094756865001451,5.6762772783632141,15.655966172011016
4,OO,5.4154297517071743,3.4206171548081281,2.5892323378537285,0.18745670782563159,1.949957467120996,0.0046028925237927287,4.3218193260135189,8.8360469065153033
5,OO,7.1582964662516373,5.1945998140177734,3.002178630742411,0.31047208541763954,2.2815391530752591,0.0096744312381459602,4.7311064125256417,12.352896280269411
6,OO,11.097554803535306,10.584960304679958,3.9843984138425048,0.42293521822952301,3.0584038485779175,0.012821212555388362,6.9920270672721418,21.682515108215263
7,OO,9.8598298954512344,8.9242991724445879,4.2984538393241065,0.2743878481237631,2.4121660742477893,0.012794019931007823,5.8093773409807312,18.784129067895822
8,OO,9.5510203461989338,9.3357482420015714,3.4131962709347325,0.33160091894417898,3.0173021385960546,0.011104565565751286,6.3010308883470074,18.886768588200503
9,OO,6.1808371957099997,5.5950831234968996,2.749543311723162,0.20506961242356384,2.7465885362020108,0.010507279881111943,4.3370921296351073,11.7759203192069
10,OO,5.9546488733303713,4.861817045493213,2.7934395201054198,0.13247823468023945,2.6784039718699537,0.0060617875343506539,4.0991772221890601,10.816465918823585
11,OO,8.6413214859549612,8.4396729052658976,3.7623422496692487,0.30558478631287522,3.138656405713022,0.016392366517991998,5.684689464122946,17.080994391220859
12,OO,13.964282500572407,13.386193051525344,4.4572084735280049,0.51459823422826023,3.4971944857451063,0.043896614348245169,8.1400816833298286,27.350475552097752
1,UA,16.686541600877263,9.8661118098851919,5.6948109294291402,1.4848128027403957,3.0981079562180152,0.0,5.7547033478739937,26.552653410762453
2,UA,17.672595439333143,12.235041783792308,6.1566820528637543,0.97716148097373023,4.2322506591628555,0.0,6.3049344996451735,29.907637223125452
3,UA,11.784272905810926,5.0429124884824272,4.210884967654172,0.63792799612841944,2.9046105254831733,0.0,4.1035728001395375,16.827185394293352
4,UA,8.0635500462515957,0.60194776326371924,2.6735535272024609,0.31815397466723933,2.8131553367755551,0.0,3.1788805719405082,8.6654978095153155
5,UA,13.726573001494348,6.4962776480583129,3.9984259966709357,0.41329608515646471,3.8057264295131343,0.00092733655693184066,5.64339279166418,20.222850649552662
6,UA,17.189735637176181,11.872534847415423,4.9910280427724638,0.97802677116688164,4.0872456804724546,0.00017410769804750652,6.9567681487229951,29.062270484591604
7,UA,15.6633459368612,9.1304095832982686,4.7130438645201069,0.73087152287430446,3.174599597319645,0.0030046376312542352,6.3980115697905688,24.793755520159468
8,UA,12.851653689484287,6.8058894834185422,3.8175389653255469,0.63473563691436785,3.0107151232385365,0.0,5.401264029774171,19.65754317290283
9,UA,8.6550579587866316,2.5756629879501776,3.0058814479714679,0.29431247127285326,3.2303783699101527,0.00072481259822686564,3.6005584845814771,11.23072094673681
10,UA,11.059433759597237,4.4379859009546285,3.5654348138277507,0.25883890232591578,3.071987638735334,0.00023468098541343184,4.0950289010786447,15.497419660551866
11,UA,12.72379551197648,3.7614883476573757,3.5393019327868704,0.43968020176693884,2.6273724539037406,0.0,4.7266071760160893,16.485283859633856
12,UA,18.203108845654146,9.9775689048350173,5.9446949769550192,0.3071298257449343,3.7737744875299439,0.0016558968655724293,5.8564737484352936,28.180677750489163
1,US,6.4032167293626516,4.0624092888241279,3.3795799887445113,0.38061668789428343,2.9469506235005745,0.019726903823937884,2.760640976274324,10.465626018186779
2,US,6.9173846406299209,5.0022189136104602,3.5514767128621583,0.80942033731713658,3.6115018262075447,0.031832777443139025,2.7395880420354026,11.919603554240382
3,US,5.1236300182479129,2.2001674097064705,3.4376807679102916,0.25258734910182595,2.606008345642024,0.027807917061625945,2.0163346819465082,7.3237974279543838
4,US,3.7150202194189696,0.71843149270508089,2.7861141443838049,0.079693077025188325,2.4981968358077138,0.04320941812060914,1.9081355982531196,4.4334517121240502
5,US,5.3914163689538288,1.8406814935673494,3.3678978864943527,0.30712382610794609,2.3395214335250696,0.018606263607656763,2.2336069405768733,7.2320978625211785
6,US,7.2204452213258774,5.3996834747742692,3.9893401984269237,0.4688505070990423,3.1170057167744409,0.050205629035086609,2.8503597626105206,12.620128696100146
7,US,8.3487177171941642,6.1707421232131123,4.2633110692636871,0.79541785035726509,3.3947559163818295,0.036587025304347216,3.1089383651370905,14.519459840407276
8,US,4.6482606157341602,1.9683633035457806,3.1586874518263555,0.36115201957815268,2.3750894039298611,0.047663593046478374,2.2264078391212361,6.6166239192799408
9,US,2.6603510201927412,0.37493902966230835,2.7370465093058316,0.22177823054952778,2.2491466368764779,0.062362363429682398,1.5634450779488833,3.0352900498550497
10,US,2.8216327993461729,1.1994102430710076,2.7744196573758035,0.085463594979460336,2.4682163382894284,0.0093842688316266194,1.6145108269021988,4.0210430424171806
11,US,3.8669185150611187,1.4365269529775051,3.0884275374912749,0.093025834208159075,2.388936995432863,0.01249849867657451,1.8883740275880985,5.3034454680386238
12,US,4.3287982660439717,2.0786790874819516,2.7987052235308782,0.038609515086576666,2.9539774270214547,0.038716090624142677,1.7443261854070093,6.4074773535259233
1,VX,6.461069023569018,0.96822390572392181,1.7811447811447758,0.99873737373737015,2.7434764309764388,0.0065235690235690329,2.8930976430976578,7.4292929292929397
2,VX,18.990339160892592,15.789479365565446,2.7766450025151146,1.403592185956219,10.515490890892327,0.067078553330823215,6.7635832819326911,34.779818526458037
3,VX,6.456944188118535,0.13418122180104242,1.8286877325872168,0.38855513813333348,2.9289367688011101,0.0062251904685178428,2.9553784470578099,6.5911254099195773
4,VX,6.5974083169517073,0.25585327452558232,1.3701953494741879,0.60771822954691035,3.9572922639695713,0.006007805625802231,2.378124950065394,6.8532615914772892
5,VX,8.0353466386278516,2.0064552371040705,1.3191859969586637,1.3853249303981796,4.2033544448483013,0.039218115471305014,2.8508633669717698,10.041801875731922
6,VX,7.0524500632628486,3.2868461867092615,1.9459431498357735,0.81907799006366999,4.1910576170981333,0.022133522949409651,2.5576237099997807,10.33929624997211
7,VX,7.903335178525821,1.8304342944373195,1.3584859262265616,0.67670976870261224,4.8477195161237603,0.040305341037466191,2.3819755387326387,9.7337694729631412
8,VX,5.0593339234922032,-0.38707787325059884,1.9012948467538149,0.55735635229324965,2.1970274904295972,0.017978141014001362,1.9730105101302429,4.6722560502416046
9,VX,5.5626736627232942,0.12912643172027155,1.5718372706452395,0.67623262954000973,3.2597927484304421,0.028392264364411859,2.2199445710756067,5.6918000944435656
10,VX,6.7443150550056972,2.2237768879201019,1.6984379633421693,0.60448471442359097,4.274551978663764,0.21710914362102302,2.5009802131242096,8.968091942925799
11,VX,7.0951981594596516,1.4842628331723708,1.29508855517021,0.76570315880331175,4.1147063813135647,0.010929660545482178,3.0912143076877445,8.579460992632022
12,VX,20.700757964171903,16.065575546918108,3.2566358286294292,1.1484489090220424,9.2701379740239229,0.066647510279775141,7.5425714055584141,36.766333511090011
1,WN,22.316265302141296,17.407200468100598,5.864033225869262,0.55760030288778151,2.3146017140697137,0.028498984637624198,11.252808021938137,39.723465770241894
2,WN,14.651451125050833,9.1200653769684195,3.7193628914266905,0.3838883921729041,1.9676242078028541,0.0090475777059785597,6.5538867186667353,23.771516502019253
